"Link","Year","rank","School","City","State","Division","Level","Conference","Conf_Div","Power_Conference"
"https://s3media.247sports.com/Uploads/Assets/999/649/4649999.png",2015,153,"Austin Peay","Clarksville","Tennessee",1,"FCS","FCS",NA,0
"https://s3media.247sports.com/Uploads/Assets/999/649/4649999.png",2016,144,"Austin Peay","Clarksville","Tennessee",1,"FCS","FCS",NA,0
"https://s3media.247sports.com/Uploads/Assets/999/649/4649999.png",2017,132,"Austin Peay","Clarksville","Tennessee",1,"FCS","FCS",NA,0
"https://s3media.247sports.com/Uploads/Assets/999/649/4649999.png",2018,133,"Austin Peay","Clarksville","Tennessee",1,"FCS","FCS",NA,0
"https://s3media.247sports.com/Uploads/Assets/999/649/4649999.png",2019,154,"Austin Peay","Clarksville","Tennessee",1,"FCS","FCS",NA,0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2010,93,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2011,102,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2012,105,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2013,105,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2014,101,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2015,105,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2016,113,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2017,90,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2018,119,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/528/649/7649528.png",2019,123,"Ball State","Muncie","Indiana",1,"FBS","Mid-American Conference","MAC_West",0
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2010,38,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference","Big12_South",1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2011,46,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2012,26,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2013,27,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2014,25,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2015,36,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2016,40,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2017,40,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2018,29,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/280/648/4648280.png",2019,36,"Baylor","Waco","Texas",1,"FBS","Big 12 Conference",NA,1
"https://s3media.247sports.com/Uploads/Assets/946/649/4649946.png",2010,NA,"Bethune-Cookman","Daytona Beach","Florida",1,"FCS","FCS",NA,0
